,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,username,keyword
231,Sat May 13 05:09:48 +0000 2023,0.0,hai brt halte pasar bandarjo arah stasiun tawang brt koridor terima kasih,1.6572517782772777e+18,in,,0.0,1.0,0.0,quiteorks,Transsemarang
232,Fri May 12 00:23:06 +0000 2023,0.0,halte terminal mangkang daerah smp n semarang rute nya gimana,1.656817239570645e+18,in,Kendal ,0.0,1.0,0.0,novita_siswo,Transsemarang
233,Thu May 11 10:03:22 +0000 2023,0.0,tsm setiabudi s rutenya gimana rute baliknya terima kasih,1.6566008784120996e+18,in,kwangya,0.0,2.0,0.0,echanitsme,Transsemarang
234,Wed May 10 23:24:45 +0000 2023,0.0,tutorial brt undip udinus gimana,1.656440166272344e+18,in,,0.0,1.0,0.0,gutlyfe,Transsemarang
235,Wed May 10 02:55:36 +0000 2023,0.0,pagi kak undip pleburan undip tembalang rutenya kak,1.6561308420188692e+18,in,,0.0,1.0,0.0,yourfutyuree,Transsemarang
236,Wed May 10 02:31:14 +0000 2023,0.0,transit kagok feeder arah undip turun halte terdekat fakultas peternakan amp pertanian terimakasiii,1.6561247099044495e+18,in,non labeled,0.0,1.0,0.0,desembrer,Transsemarang
237,Wed May 10 01:20:04 +0000 2023,0.0,pagi kak pergi stasiun tawang pleburan rutenya kak,1.6561067997650289e+18,in,,0.0,1.0,0.0,yourfutyuree,Transsemarang
238,Sat Apr 22 23:52:15 +0000 2023,0.0,terminal banyumanik cl transitnya dimana,1.649924106362704e+18,in,hellevator,0.0,1.0,0.0,northlevanter,Transsemarang
239,Wed Apr 19 04:18:33 +0000 2023,0.0,halte gerbang unnes simpang plaza rutenya,1.6485415715523625e+18,in,,0.0,2.0,0.0,lewviousa,Transsemarang
240,Mon Apr 17 00:02:17 +0000 2023,4.0,display nya udah statis rolling,1.6477523018248356e+18,in,"Jakarta, Indonesia",0.0,0.0,1.0,qronoz,Transsemarang
241,Sun Apr 16 10:34:21 +0000 2023,43.0,ujicoba penarikan papan penunjuk arah fisik unit bus kor nomor iv iv iv iv iv pengganti led display diset menunjukan arah bus statis meningkatkan visibilitas pnp petugas halte,1.647548981654999e+18,in,"Kota Semarang, Kab. Banyumas",4.0,2.0,9.0,TransportforSMG,Transsemarang
242,Sat Apr 15 21:32:56 +0000 2023,0.0,yok yok ngadain lajur khusus bus minimal daerah segitiga emas semarang salah lho jalanan dah macet bus rajin nempel,1.6473523318419743e+18,in,"Semarang, Jawa Tengah",0.0,0.0,0.0,kertanegara_133,Transsemarang
243,Mon Apr 10 23:42:50 +0000 2023,1.0,td pagi ak disuruh ngisi kuisioner sm mas² brt trs ak blg mas blh request halte brt poltekkes tembalang trs mas nya blh nnti diajuin wkwkwkw semoga yh tolong kabulin sy cape jln kaki kampus kecamatan,1.6455730810906255e+18,in,,0.0,2.0,0.0,thecutenessppl,Transsemarang
244,Sat Apr 08 10:28:35 +0000 2023,30.0,banggakan pengguna aplikasinya mantap tracking aktual posisi bus trans jakarta blm wkwk,1.6446484272367534e+18,in,"Gresik, Indonesia",2.0,5.0,11.0,pramudyaarif90,Transsemarang
245,Wed Apr 05 10:32:57 +0000 2023,3.0,w barusan pulang ngampus brt trs pas beli tiket dompet w ketinggalan r demhim panik w sdgkn tu bisnya dh mw nyampe trs mas nya bilang mba tiketnya beliin gpp plg cm seribu doang mba nya pulang rmh,1.6435623616080978e+18,in,,0.0,1.0,0.0,thecutenessppl,Transsemarang
246,Tue Apr 04 09:46:57 +0000 2023,0.0,minbus linkaja dipake pembayaran tiket,1.6431883975012065e+18,in,Nusantara,1.0,2.0,0.0,aswidhafm,Transsemarang
247,Sun Apr 02 05:12:43 +0000 2023,1.0,feeder cakep bener dah anw request donk armada diperbarui pp genuk unnes liat ngalamin armada trouble nyaman huft,1.642394606741627e+18,in,Heaven,0.0,0.0,0.0,Arsonist_Hope,Transsemarang
248,Sun Apr 02 04:12:27 +0000 2023,2.0,nder jujur pengen banget lho kayak layanan bus malem jam berangkat bukber pake bus pulang bukbernya pesen ojol dijemput bukber selesainya jam mesti haha hihi,1.6423794412582707e+18,in,"Semarang, Jawa Tengah",0.0,1.0,0.0,kertanegara_133,Transsemarang
249,Sun Apr 02 01:52:58 +0000 2023,0.0,haloo mangkang mall the park shelter terdekat transitnya dimana thx u,1.6423443395726705e+18,in,she/her 24y.o,0.0,1.0,0.0,etherealxblue,Transsemarang
250,Sat Apr 01 10:09:13 +0000 2023,7.0,malas bepergian motor sarankan fedeer brt,1.6421068369996186e+18,in,,1.0,1.0,2.0,xenannda,Transsemarang
251,Thu Mar 30 06:42:48 +0000 2023,3.0,siang ijin brt jl setiabudi halte samping hotel plaza tujuannya arah uptown mall bsbcity rutenya terimakasih,1.6413301144736522e+18,in,Semarang,0.0,1.0,0.0,SenoJodi,Transsemarang
252,Wed Mar 29 07:16:24 +0000 2023,0.0,halo koridor tujuan unnes rsnd jam bus beroperasi,1.6409761841452155e+18,in,,0.0,1.0,0.0,frreeysia,Transsemarang
253,Tue Mar 28 21:48:02 +0000 2023,2.0,halo info rute arah bawen simpang,1.6408331480902e+18,in,"Semarang, Jawa Tengah",0.0,1.0,1.0,Di_Rajasa,Transsemarang
254,Sun Mar 26 23:01:41 +0000 2023,0.0,permisi info rute superindo gajahmungkur ramai swalayan kembangarum,1.6401269081795543e+18,in,,0.0,1.0,0.0,Zuurietto,Transsemarang
255,Sun Mar 26 07:44:18 +0000 2023,0.0,halte balaikota beroprasi gabisa turun halte balaikota,1.6398960407521853e+18,in,,0.0,1.0,0.0,inimoofi,Transsemarang
256,Sat Mar 25 02:44:56 +0000 2023,0.0,minnn klipang feeder turun rs bus prpp bayar engga,1.63945831362372e+18,in,,0.0,1.0,0.0,OOOOO2AM,Transsemarang
